timestamp,city,temperature_c,humidity_pct,wind_speed_m_s,pressure_hpa
2025-08-08T03:00:00,CityA,19.28,60.5,3.49,1015.9
2025-08-08T04:00:00,CityA,17.9,65.6,3.94,1007.2
2025-08-08T05:00:00,CityA,18.62,66.2,3.05,1012.6
2025-08-08T06:00:00,CityA,19.2,62.2,3.64,1015.0
2025-08-08T07:00:00,CityA,22.17,51.6,2.82,1012.5
2025-08-08T08:00:00,CityA,20.46,48.0,2.77,1012.0
2025-08-08T09:00:00,CityA,20.77,45.6,3.05,1010.6
2025-08-08T10:00:00,CityA,22.44,41.2,2.38,1004.4
2025-08-08T11:00:00,CityA,21.67,39.7,2.03,1010.2
2025-08-08T12:00:00,CityA,22.27,46.7,1.23,1008.9
2025-08-08T13:00:00,CityA,21.92,50.3,1.2,1014.1
2025-08-08T14:00:00,CityA,18.53,49.6,1.11,1014.7
2025-08-08T15:00:00,CityA,18.87,44.0,0.87,1005.4
2025-08-08T16:00:00,CityA,16.53,53.1,1.2,1011.8
2025-08-08T17:00:00,CityA,16.36,57.7,0.06,1011.2
2025-08-08T18:00:00,CityA,18.5,62.2,1.23,1009.6
2025-08-08T19:00:00,CityA,16.26,65.6,0.0,1008.8
2025-08-08T20:00:00,CityA,15.67,68.3,0.84,1005.6
2025-08-08T21:00:00,CityA,14.37,80.9,0.0,1011.8
2025-08-08T22:00:00,CityA,15.2,78.3,2.03,1009.6
2025-08-08T23:00:00,CityA,16.5,79.7,1.56,1009.3
2025-08-09T00:00:00,CityA,16.89,75.6,1.43,1010.2
2025-08-09T01:00:00,CityA,16.76,68.4,2.38,1006.3
2025-08-09T02:00:00,CityA,17.9,66.5,3.71,1009.0
2025-08-09T03:00:00,CityA,16.83,72.4,3.34,1012.7
2025-08-09T04:00:00,CityA,18.32,61.4,2.69,1010.9
2025-08-09T05:00:00,CityA,20.61,71.9,3.53,1012.9
2025-08-09T06:00:00,CityA,22.44,67.1,3.96,1007.6
2025-08-09T07:00:00,CityA,21.92,57.6,3.77,1013.8
2025-08-09T08:00:00,CityA,21.67,49.4,2.76,1009.1
2025-08-09T09:00:00,CityA,21.8,47.5,3.18,1012.9
2025-08-09T10:00:00,CityA,22.68,42.3,2.33,1011.2
2025-08-09T11:00:00,CityA,24.24,42.6,2.24,1011.6
2025-08-09T12:00:00,CityA,21.96,43.5,2.69,1011.2
2025-08-09T13:00:00,CityA,22.36,42.1,2.37,1013.6
2025-08-09T14:00:00,CityA,21.25,47.4,2.4,1013.2
2025-08-09T15:00:00,CityA,18.4,47.3,0.81,1016.2
2025-08-09T16:00:00,CityA,20.15,62.2,0.32,1013.3
2025-08-09T17:00:00,CityA,16.23,45.3,0.35,1014.5
2025-08-09T18:00:00,CityA,15.95,59.9,1.09,1012.5
2025-08-09T19:00:00,CityA,19.18,65.2,0.33,1006.7
2025-08-09T20:00:00,CityA,15.61,63.4,0.0,1015.9
2025-08-09T21:00:00,CityA,15.81,89.7,0.52,1008.7
2025-08-09T22:00:00,CityA,14.72,73.5,1.69,1011.7
2025-08-09T23:00:00,CityA,16.8,87.4,2.17,1007.0
2025-08-10T00:00:00,CityA,15.42,80.7,3.86,1012.3
2025-08-10T01:00:00,CityA,16.65,83.4,2.09,1010.8
2025-08-10T02:00:00,CityA,18.29,77.1,2.37,1009.8
2025-08-10T03:00:00,CityA,17.49,66.0,2.77,1005.8
2025-08-10T04:00:00,CityA,17.16,63.2,3.78,1014.5
2025-08-10T05:00:00,CityA,17.58,74.7,2.89,1012.2
2025-08-10T06:00:00,CityA,20.46,63.8,2.92,1004.6
2025-08-10T07:00:00,CityA,19.8,57.4,4.43,1006.9
2025-08-10T08:00:00,CityA,21.13,45.5,3.29,1004.2
2025-08-10T09:00:00,CityA,23.34,46.0,3.52,1009.3
2025-08-10T10:00:00,CityA,21.87,49.5,2.82,1010.5
2025-08-10T11:00:00,CityA,20.59,37.5,1.88,1007.8
2025-08-10T12:00:00,CityA,22.75,50.9,1.38,1011.2
2025-08-10T13:00:00,CityA,20.39,49.1,1.68,1010.0
2025-08-10T14:00:00,CityA,19.25,33.5,1.63,1011.1
2025-08-10T15:00:00,CityA,19.87,42.3,0.87,1012.4
2025-08-10T16:00:00,CityA,19.82,42.9,0.38,1005.8
2025-08-10T17:00:00,CityA,18.11,60.1,0.41,1008.0
2025-08-10T18:00:00,CityA,16.74,73.8,1.1,1012.2
2025-08-10T19:00:00,CityA,16.91,65.1,0.1,1006.8
2025-08-10T20:00:00,CityA,15.37,64.3,0.4,1009.7
2025-08-10T21:00:00,CityA,15.72,70.4,1.19,1009.4
2025-08-10T22:00:00,CityA,15.9,72.9,1.6,1008.4
2025-08-10T23:00:00,CityA,17.68,78.0,1.56,1011.8
2025-08-11T00:00:00,CityA,17.02,85.5,2.89,1012.0
2025-08-11T01:00:00,CityA,16.44,76.1,2.32,1014.5
2025-08-11T02:00:00,CityA,15.48,72.4,2.64,1007.5
2025-08-11T03:00:00,CityA,17.38,85.0,2.91,1011.2
2025-08-11T04:00:00,CityA,16.66,63.4,3.77,1015.0
2025-08-11T05:00:00,CityA,19.69,63.3,3.7,1002.2
2025-08-11T06:00:00,CityA,20.42,53.7,3.9,1003.4
2025-08-11T07:00:00,CityA,20.01,54.6,3.07,1008.9
2025-08-11T08:00:00,CityA,22.33,49.9,2.83,1012.8
2025-08-11T09:00:00,CityA,21.84,47.6,2.61,1002.4
2025-08-11T10:00:00,CityA,20.56,36.6,2.44,1007.5
2025-08-11T11:00:00,CityA,21.68,46.0,2.93,1012.5
2025-08-11T12:00:00,CityA,20.17,40.4,2.78,1005.2
2025-08-11T13:00:00,CityA,22.38,34.7,1.76,1011.2
2025-08-11T14:00:00,CityA,20.37,56.1,1.1,1005.1
2025-08-11T15:00:00,CityA,19.85,44.8,1.22,1012.6
2025-08-11T16:00:00,CityA,18.61,52.6,0.77,1015.4
2025-08-11T17:00:00,CityA,17.42,50.7,0.99,1007.2
2025-08-11T18:00:00,CityA,17.62,59.0,0.45,1017.3
2025-08-11T19:00:00,CityA,18.01,71.3,0.82,1007.9
2025-08-11T20:00:00,CityA,16.36,73.5,0.8,1010.3
2025-08-11T21:00:00,CityA,15.27,75.8,0.68,1012.1
2025-08-11T22:00:00,CityA,13.23,85.5,0.59,1006.8
2025-08-11T23:00:00,CityA,16.24,82.6,2.65,1010.9
2025-08-12T00:00:00,CityA,16.0,81.1,2.8,1017.3
2025-08-12T01:00:00,CityA,16.3,82.6,2.35,1009.7
2025-08-12T02:00:00,CityA,19.4,71.8,1.58,1011.0
2025-08-12T03:00:00,CityA,19.31,75.5,3.31,1012.3
2025-08-12T04:00:00,CityA,18.78,73.3,3.57,1004.1
2025-08-12T05:00:00,CityA,19.56,55.7,3.43,1008.5
2025-08-12T06:00:00,CityA,21.39,61.5,3.74,1009.4
2025-08-12T07:00:00,CityA,22.03,45.2,3.0,1013.9
2025-08-12T08:00:00,CityA,20.72,37.1,4.03,1013.2
2025-08-12T09:00:00,CityA,22.4,46.4,3.89,1013.8
2025-08-12T10:00:00,CityA,23.5,46.9,2.81,1008.8
2025-08-12T11:00:00,CityA,20.02,43.7,2.68,1009.0
2025-08-12T12:00:00,CityA,21.98,38.0,2.43,1007.4
2025-08-12T13:00:00,CityA,19.5,39.2,2.03,1006.5
2025-08-12T14:00:00,CityA,21.41,32.8,1.13,1005.8
2025-08-12T15:00:00,CityA,16.29,48.1,0.85,1005.8
2025-08-12T16:00:00,CityA,18.03,52.7,0.52,1009.4
2025-08-12T17:00:00,CityA,17.39,51.3,0.25,1008.1
2025-08-12T18:00:00,CityA,16.24,53.9,0.31,1008.1
2025-08-12T19:00:00,CityA,15.24,69.8,1.17,1010.0
2025-08-12T20:00:00,CityA,16.13,65.8,1.23,1015.2
2025-08-12T21:00:00,CityA,15.55,71.0,1.11,1010.4
2025-08-12T22:00:00,CityA,15.05,80.1,1.72,1007.6
2025-08-12T23:00:00,CityA,18.8,70.1,1.19,1010.7
2025-08-13T00:00:00,CityA,18.74,76.6,1.47,1011.6
2025-08-13T01:00:00,CityA,16.23,83.3,2.35,1007.4
2025-08-13T02:00:00,CityA,19.96,59.6,3.66,1012.8
2025-08-13T03:00:00,CityA,16.97,85.4,2.37,1013.0
2025-08-13T04:00:00,CityA,16.15,63.1,2.72,1007.7
2025-08-13T05:00:00,CityA,19.44,60.2,2.43,1011.4
2025-08-13T06:00:00,CityA,20.2,62.5,3.59,1012.9
2025-08-13T07:00:00,CityA,20.68,60.9,3.06,1007.8
2025-08-13T08:00:00,CityA,22.89,58.1,3.59,1007.3
2025-08-13T09:00:00,CityA,20.38,53.8,3.7,1009.8
2025-08-13T10:00:00,CityA,24.46,45.4,2.2,1009.2
2025-08-13T11:00:00,CityA,21.55,41.2,3.01,1007.1
2025-08-13T12:00:00,CityA,19.65,43.6,1.75,1017.3
2025-08-13T13:00:00,CityA,21.9,37.5,2.22,1012.2
2025-08-13T14:00:00,CityA,20.91,41.9,1.46,1003.7
2025-08-13T15:00:00,CityA,21.0,25.2,0.72,1005.2
2025-08-13T16:00:00,CityA,18.04,49.6,0.1,1001.7
2025-08-13T17:00:00,CityA,18.12,67.3,0.38,1012.9
2025-08-13T18:00:00,CityA,18.95,48.6,0.27,1006.2
2025-08-13T19:00:00,CityA,15.56,75.4,0.66,1012.4
2025-08-13T20:00:00,CityA,15.99,62.7,1.04,1013.8
2025-08-13T21:00:00,CityA,16.13,77.1,0.32,1012.1
2025-08-13T22:00:00,CityA,17.26,79.7,0.35,1014.9
2025-08-13T23:00:00,CityA,14.61,81.6,2.09,1013.2
2025-08-14T00:00:00,CityA,13.89,80.7,2.03,1014.3
2025-08-14T01:00:00,CityA,17.07,88.0,2.66,1009.8
2025-08-14T02:00:00,CityA,17.38,86.5,2.1,1012.7
2025-08-14T03:00:00,CityA,17.12,69.1,3.57,1007.4
2025-08-14T04:00:00,CityA,19.1,67.1,2.12,1011.4
2025-08-14T05:00:00,CityA,19.57,53.7,3.1,1004.6
2025-08-14T06:00:00,CityA,21.02,68.3,3.92,1013.0
2025-08-14T07:00:00,CityA,20.15,58.1,3.44,1010.6
2025-08-14T08:00:00,CityA,22.39,57.1,3.1,1005.8
2025-08-14T09:00:00,CityA,21.32,44.5,3.2,1012.5
2025-08-14T10:00:00,CityA,19.35,38.7,2.27,1013.8
2025-08-14T11:00:00,CityA,21.29,37.6,2.66,1008.2
2025-08-14T12:00:00,CityA,21.23,50.9,2.89,1008.8
2025-08-14T13:00:00,CityA,20.55,37.0,0.65,1013.1
2025-08-14T14:00:00,CityA,23.05,40.0,0.84,1009.2
2025-08-14T15:00:00,CityA,19.52,39.0,0.71,1013.0
2025-08-14T16:00:00,CityA,18.8,57.6,0.88,1006.7
2025-08-14T17:00:00,CityA,17.18,56.3,0.0,1006.2
2025-08-14T18:00:00,CityA,15.71,63.1,0.32,1013.5
2025-08-14T19:00:00,CityA,15.45,50.4,0.49,1014.9
2025-08-14T20:00:00,CityA,16.09,61.8,0.0,1013.6
2025-08-14T21:00:00,CityA,14.78,83.4,1.27,1007.7
2025-08-14T22:00:00,CityA,17.05,71.8,0.53,1007.4
2025-08-14T23:00:00,CityA,16.67,86.1,1.41,1004.4
2025-08-15T00:00:00,CityA,14.18,73.6,1.35,1010.8
2025-08-15T01:00:00,CityA,18.85,84.1,1.82,1007.9
2025-08-15T02:00:00,CityA,16.55,79.7,3.54,1008.6
2025-08-15T03:00:00,CityA,19.72,86.8,2.89,1008.9
2025-08-15T04:00:00,CityA,18.21,70.4,3.12,1012.7
2025-08-15T05:00:00,CityA,17.56,62.0,3.61,1012.6
2025-08-15T06:00:00,CityA,22.78,52.3,3.17,1003.2
2025-08-15T07:00:00,CityA,19.44,44.2,3.19,1009.3
2025-08-15T08:00:00,CityA,21.81,48.2,3.53,1010.3
2025-08-15T09:00:00,CityA,20.3,35.7,3.35,1014.9
2025-08-15T10:00:00,CityA,24.69,48.3,3.48,1011.4
2025-08-15T11:00:00,CityA,21.91,41.3,2.34,1011.8
2025-08-15T12:00:00,CityA,20.62,39.1,1.41,1011.4
2025-08-15T13:00:00,CityA,19.62,40.9,1.86,1011.8
2025-08-15T14:00:00,CityA,21.07,41.4,1.49,1008.5
2025-08-15T15:00:00,CityA,17.06,49.0,1.09,1013.0
2025-08-15T16:00:00,CityA,18.62,40.4,0.66,1012.7
2025-08-15T17:00:00,CityA,18.44,53.9,0.0,1006.9
2025-08-15T18:00:00,CityA,17.72,50.0,0.34,1010.1
2025-08-15T19:00:00,CityA,17.9,68.9,1.03,1010.9
2025-08-15T20:00:00,CityA,15.03,66.3,0.23,1011.8
2025-08-15T21:00:00,CityA,14.92,71.8,0.95,1014.9
2025-08-15T22:00:00,CityA,16.43,72.7,1.33,1015.0
2025-08-15T23:00:00,CityA,16.49,69.7,1.15,1007.0
2025-08-16T00:00:00,CityA,17.78,87.5,1.69,1008.1
2025-08-16T01:00:00,CityA,16.58,79.8,1.91,1009.3
2025-08-16T02:00:00,CityA,15.4,85.0,1.87,1004.7
2025-08-16T03:00:00,CityA,18.39,66.7,2.81,1010.2
2025-08-16T04:00:00,CityA,19.46,68.7,4.19,1010.0
2025-08-16T05:00:00,CityA,20.85,66.8,4.51,1013.2
2025-08-16T06:00:00,CityA,20.2,63.8,3.37,1009.2
2025-08-16T07:00:00,CityA,19.2,50.0,4.48,1006.4
2025-08-16T08:00:00,CityA,20.46,49.4,3.27,1011.2
2025-08-16T09:00:00,CityA,20.98,48.5,3.63,1013.8
2025-08-16T10:00:00,CityA,21.32,46.3,2.18,1007.8
2025-08-16T11:00:00,CityA,20.13,40.4,1.96,1005.4
2025-08-16T12:00:00,CityA,20.78,29.6,2.66,1008.3
2025-08-16T13:00:00,CityA,21.95,37.7,1.01,1013.5
2025-08-16T14:00:00,CityA,20.25,54.0,1.02,1008.7
2025-08-16T15:00:00,CityA,20.63,51.9,1.02,1020.0
2025-08-16T16:00:00,CityA,18.31,42.4,0.2,1009.2
2025-08-16T17:00:00,CityA,19.69,53.7,1.33,1011.3
2025-08-16T18:00:00,CityA,18.45,62.3,0.69,1012.3
2025-08-16T19:00:00,CityA,15.84,61.8,0.73,1015.8
2025-08-16T20:00:00,CityA,14.2,57.8,0.57,1013.1
2025-08-16T21:00:00,CityA,15.81,67.1,0.98,1004.8
2025-08-16T22:00:00,CityA,16.4,75.5,1.21,1011.3
2025-08-16T23:00:00,CityA,15.99,76.1,2.13,1012.4
2025-08-17T00:00:00,CityA,13.92,78.6,1.46,1006.2
2025-08-17T01:00:00,CityA,17.17,76.8,2.32,1008.0
2025-08-17T02:00:00,CityA,17.59,81.4,3.84,1009.5
2025-08-17T03:00:00,CityA,16.13,71.1,3.48,1007.7
2025-08-17T04:00:00,CityA,16.87,65.5,3.03,1006.8
2025-08-17T05:00:00,CityA,19.68,64.7,3.84,1008.7
2025-08-17T06:00:00,CityA,20.82,57.0,2.94,1008.4
2025-08-17T07:00:00,CityA,18.83,65.6,3.52,1007.6
2025-08-17T08:00:00,CityA,20.79,35.3,4.02,1014.0
2025-08-17T09:00:00,CityA,21.67,47.8,2.43,1006.4
2025-08-17T10:00:00,CityA,19.61,41.7,3.28,1008.9
2025-08-17T11:00:00,CityA,21.96,46.6,1.58,1015.5
2025-08-17T12:00:00,CityA,22.63,43.1,2.46,1012.9
2025-08-17T13:00:00,CityA,21.12,49.3,1.39,1011.4
2025-08-17T14:00:00,CityA,21.73,26.5,1.47,1012.2
2025-08-17T15:00:00,CityA,17.37,47.5,0.54,1011.2
2025-08-17T16:00:00,CityA,18.53,44.3,1.26,1008.7
2025-08-17T17:00:00,CityA,18.19,62.7,0.09,1010.0
2025-08-17T18:00:00,CityA,16.55,58.4,1.58,1011.4
2025-08-17T19:00:00,CityA,16.9,68.3,0.77,1004.5
2025-08-17T20:00:00,CityA,18.8,61.2,1.57,1011.9
2025-08-17T21:00:00,CityA,15.96,72.3,2.24,1011.8
2025-08-17T22:00:00,CityA,15.67,74.1,0.92,1010.2
2025-08-17T23:00:00,CityA,14.63,83.4,1.29,1013.0
2025-08-18T00:00:00,CityA,17.23,79.7,2.29,1011.9
