timestamp,city,traffic_index,vehicle_count,congestion_pct
2025-08-04T06:00:00,CityA,34.1,134,34.1
2025-08-04T07:00:00,CityA,67.4,319,67.4
2025-08-04T08:00:00,CityA,62.3,320,62.3
2025-08-04T09:00:00,CityA,74.6,402,74.6
2025-08-04T10:00:00,CityA,50.8,96,50.8
2025-08-04T11:00:00,CityA,56.3,154,56.3
2025-08-04T12:00:00,CityA,41.5,190,41.5
2025-08-04T13:00:00,CityA,52.1,186,52.1
2025-08-04T14:00:00,CityA,48.3,154,48.3
2025-08-04T15:00:00,CityA,40.1,210,40.1
2025-08-04T16:00:00,CityA,37.6,164,37.6
2025-08-04T17:00:00,CityA,70.1,311,70.1
2025-08-04T18:00:00,CityA,70.5,284,70.5
2025-08-04T19:00:00,CityA,63.8,279,63.8
2025-08-04T20:00:00,CityA,46.5,220,46.5
2025-08-04T21:00:00,CityA,42.6,155,42.6
2025-08-04T22:00:00,CityA,39.8,207,39.8
2025-08-04T23:00:00,CityA,45.8,193,45.8
2025-08-05T00:00:00,CityA,35.3,138,35.3
2025-08-05T01:00:00,CityA,34.3,185,34.3
2025-08-05T02:00:00,CityA,38.9,233,38.9
2025-08-05T03:00:00,CityA,36.5,238,36.5
2025-08-05T04:00:00,CityA,36.6,185,36.6
2025-08-05T05:00:00,CityA,44.0,224,44.0
2025-08-05T06:00:00,CityA,32.1,137,32.1
2025-08-05T07:00:00,CityA,65.5,402,65.5
2025-08-05T08:00:00,CityA,79.7,312,79.7
2025-08-05T09:00:00,CityA,69.5,270,69.5
2025-08-05T10:00:00,CityA,44.0,233,44.0
2025-08-05T11:00:00,CityA,48.9,244,48.9
2025-08-05T12:00:00,CityA,52.2,220,52.2
2025-08-05T13:00:00,CityA,42.8,160,42.8
2025-08-05T14:00:00,CityA,49.2,219,49.2
2025-08-05T15:00:00,CityA,46.9,137,46.9
2025-08-05T16:00:00,CityA,49.8,237,49.8
2025-08-05T17:00:00,CityA,64.6,285,64.6
2025-08-05T18:00:00,CityA,65.7,347,65.7
2025-08-05T19:00:00,CityA,86.3,365,86.3
2025-08-05T20:00:00,CityA,37.2,217,37.2
2025-08-05T21:00:00,CityA,52.1,286,52.1
2025-08-05T22:00:00,CityA,44.2,193,44.2
2025-08-05T23:00:00,CityA,40.0,132,40.0
2025-08-06T00:00:00,CityA,39.1,233,39.1
2025-08-06T01:00:00,CityA,38.8,162,38.8
2025-08-06T02:00:00,CityA,29.7,167,29.7
2025-08-06T03:00:00,CityA,34.7,137,34.7
2025-08-06T04:00:00,CityA,50.6,138,50.6
2025-08-06T05:00:00,CityA,45.9,210,45.9
2025-08-06T06:00:00,CityA,23.5,161,23.5
2025-08-06T07:00:00,CityA,59.8,272,59.8
2025-08-06T08:00:00,CityA,85.7,161,85.7
2025-08-06T09:00:00,CityA,60.7,367,60.7
2025-08-06T10:00:00,CityA,47.1,221,47.1
2025-08-06T11:00:00,CityA,48.9,206,48.9
2025-08-06T12:00:00,CityA,45.8,37,45.8
2025-08-06T13:00:00,CityA,48.1,254,48.1
2025-08-06T14:00:00,CityA,55.3,229,55.3
2025-08-06T15:00:00,CityA,47.5,207,47.5
2025-08-06T16:00:00,CityA,54.2,123,54.2
2025-08-06T17:00:00,CityA,85.0,350,85.0
2025-08-06T18:00:00,CityA,85.3,315,85.3
2025-08-06T19:00:00,CityA,68.7,323,68.7
2025-08-06T20:00:00,CityA,53.5,296,53.5
2025-08-06T21:00:00,CityA,46.2,179,46.2
2025-08-06T22:00:00,CityA,55.7,188,55.7
2025-08-06T23:00:00,CityA,44.0,173,44.0
2025-08-07T00:00:00,CityA,24.5,124,24.5
2025-08-07T01:00:00,CityA,41.6,159,41.6
2025-08-07T02:00:00,CityA,41.9,226,41.9
2025-08-07T03:00:00,CityA,55.3,146,55.3
2025-08-07T04:00:00,CityA,30.6,138,30.6
2025-08-07T05:00:00,CityA,53.7,323,53.7
2025-08-07T06:00:00,CityA,49.4,223,49.4
2025-08-07T07:00:00,CityA,70.8,307,70.8
2025-08-07T08:00:00,CityA,81.1,340,81.1
2025-08-07T09:00:00,CityA,72.0,312,72.0
2025-08-07T10:00:00,CityA,45.7,259,45.7
2025-08-07T11:00:00,CityA,61.2,156,61.2
2025-08-07T12:00:00,CityA,42.7,182,42.7
2025-08-07T13:00:00,CityA,54.2,178,54.2
2025-08-07T14:00:00,CityA,54.8,121,54.8
2025-08-07T15:00:00,CityA,47.7,206,47.7
2025-08-07T16:00:00,CityA,41.7,192,41.7
2025-08-07T17:00:00,CityA,80.1,292,80.1
2025-08-07T18:00:00,CityA,75.3,370,75.3
2025-08-07T19:00:00,CityA,66.0,312,66.0
2025-08-07T20:00:00,CityA,28.3,130,28.3
2025-08-07T21:00:00,CityA,53.5,173,53.5
2025-08-07T22:00:00,CityA,50.3,124,50.3
2025-08-07T23:00:00,CityA,29.3,164,29.3
2025-08-08T00:00:00,CityA,34.6,142,34.6
2025-08-08T01:00:00,CityA,48.9,57,48.9
2025-08-08T02:00:00,CityA,33.5,141,33.5
2025-08-08T03:00:00,CityA,37.6,209,37.6
2025-08-08T04:00:00,CityA,38.2,199,38.2
2025-08-08T05:00:00,CityA,56.6,130,56.6
2025-08-08T06:00:00,CityA,56.1,190,56.1
2025-08-08T07:00:00,CityA,72.7,307,72.7
2025-08-08T08:00:00,CityA,75.3,226,75.3
2025-08-08T09:00:00,CityA,61.4,274,61.4
2025-08-08T10:00:00,CityA,52.5,264,52.5
2025-08-08T11:00:00,CityA,43.5,242,43.5
2025-08-08T12:00:00,CityA,46.8,216,46.8
2025-08-08T13:00:00,CityA,44.0,206,44.0
2025-08-08T14:00:00,CityA,41.8,204,41.8
2025-08-08T15:00:00,CityA,54.3,179,54.3
2025-08-08T16:00:00,CityA,50.0,218,50.0
2025-08-08T17:00:00,CityA,80.1,206,80.1
2025-08-08T18:00:00,CityA,77.3,245,77.3
2025-08-08T19:00:00,CityA,64.1,267,64.1
2025-08-08T20:00:00,CityA,41.7,210,41.7
2025-08-08T21:00:00,CityA,41.5,228,41.5
2025-08-08T22:00:00,CityA,33.3,253,33.3
2025-08-08T23:00:00,CityA,37.4,220,37.4
2025-08-09T00:00:00,CityA,33.0,138,33.0
2025-08-09T01:00:00,CityA,32.5,53,32.5
2025-08-09T02:00:00,CityA,35.4,98,35.4
2025-08-09T03:00:00,CityA,28.6,138,28.6
2025-08-09T04:00:00,CityA,36.6,164,36.6
2025-08-09T05:00:00,CityA,51.7,139,51.7
2025-08-09T06:00:00,CityA,38.5,237,38.5
2025-08-09T07:00:00,CityA,70.1,398,70.1
2025-08-09T08:00:00,CityA,58.0,316,58.0
2025-08-09T09:00:00,CityA,66.7,261,66.7
2025-08-09T10:00:00,CityA,44.4,266,44.4
2025-08-09T11:00:00,CityA,36.5,115,36.5
2025-08-09T12:00:00,CityA,52.6,285,52.6
2025-08-09T13:00:00,CityA,43.1,254,43.1
2025-08-09T14:00:00,CityA,54.4,214,54.4
2025-08-09T15:00:00,CityA,49.5,181,49.5
2025-08-09T16:00:00,CityA,54.6,233,54.6
2025-08-09T17:00:00,CityA,68.4,220,68.4
2025-08-09T18:00:00,CityA,66.9,246,66.9
2025-08-09T19:00:00,CityA,72.0,323,72.0
2025-08-09T20:00:00,CityA,51.0,223,51.0
2025-08-09T21:00:00,CityA,49.6,198,49.6
2025-08-09T22:00:00,CityA,47.8,261,47.8
2025-08-09T23:00:00,CityA,44.8,189,44.8
2025-08-10T00:00:00,CityA,23.5,132,23.5
2025-08-10T01:00:00,CityA,36.5,219,36.5
2025-08-10T02:00:00,CityA,29.2,153,29.2
2025-08-10T03:00:00,CityA,37.6,191,37.6
2025-08-10T04:00:00,CityA,35.3,190,35.3
2025-08-10T05:00:00,CityA,50.0,161,50.0
2025-08-10T06:00:00,CityA,40.5,304,40.5
2025-08-10T07:00:00,CityA,68.6,215,68.6
2025-08-10T08:00:00,CityA,69.2,266,69.2
2025-08-10T09:00:00,CityA,64.2,297,64.2
2025-08-10T10:00:00,CityA,49.6,99,49.6
2025-08-10T11:00:00,CityA,49.1,236,49.1
2025-08-10T12:00:00,CityA,41.5,133,41.5
2025-08-10T13:00:00,CityA,41.0,173,41.0
2025-08-10T14:00:00,CityA,47.8,141,47.8
2025-08-10T15:00:00,CityA,45.1,187,45.1
2025-08-10T16:00:00,CityA,49.0,125,49.0
2025-08-10T17:00:00,CityA,66.4,260,66.4
2025-08-10T18:00:00,CityA,82.9,348,82.9
2025-08-10T19:00:00,CityA,71.2,219,71.2
2025-08-10T20:00:00,CityA,53.6,253,53.6
2025-08-10T21:00:00,CityA,46.9,170,46.9
2025-08-10T22:00:00,CityA,42.5,228,42.5
2025-08-10T23:00:00,CityA,51.8,140,51.8
2025-08-11T00:00:00,CityA,31.8,100,31.8
2025-08-11T01:00:00,CityA,50.2,167,50.2
2025-08-11T02:00:00,CityA,45.5,159,45.5
2025-08-11T03:00:00,CityA,40.5,138,40.5
2025-08-11T04:00:00,CityA,47.9,169,47.9
2025-08-11T05:00:00,CityA,46.9,100,46.9
2025-08-11T06:00:00,CityA,51.0,219,51.0
2025-08-11T07:00:00,CityA,80.3,278,80.3
2025-08-11T08:00:00,CityA,66.5,384,66.5
2025-08-11T09:00:00,CityA,61.7,253,61.7
2025-08-11T10:00:00,CityA,58.2,242,58.2
2025-08-11T11:00:00,CityA,45.7,183,45.7
2025-08-11T12:00:00,CityA,46.4,238,46.4
2025-08-11T13:00:00,CityA,53.8,227,53.8
2025-08-11T14:00:00,CityA,53.3,225,53.3
2025-08-11T15:00:00,CityA,31.1,216,31.1
2025-08-11T16:00:00,CityA,45.6,306,45.6
2025-08-11T17:00:00,CityA,62.0,238,62.0
2025-08-11T18:00:00,CityA,73.1,238,73.1
2025-08-11T19:00:00,CityA,90.1,327,90.1
2025-08-11T20:00:00,CityA,44.1,219,44.1
2025-08-11T21:00:00,CityA,49.8,167,49.8
2025-08-11T22:00:00,CityA,39.2,143,39.2
2025-08-11T23:00:00,CityA,45.1,249,45.1
2025-08-12T00:00:00,CityA,42.9,269,42.9
2025-08-12T01:00:00,CityA,32.6,99,32.6
2025-08-12T02:00:00,CityA,37.5,181,37.5
2025-08-12T03:00:00,CityA,41.8,177,41.8
2025-08-12T04:00:00,CityA,40.1,132,40.1
2025-08-12T05:00:00,CityA,45.3,278,45.3
2025-08-12T06:00:00,CityA,39.9,212,39.9
2025-08-12T07:00:00,CityA,80.5,249,80.5
2025-08-12T08:00:00,CityA,65.2,314,65.2
2025-08-12T09:00:00,CityA,75.4,284,75.4
2025-08-12T10:00:00,CityA,51.4,117,51.4
2025-08-12T11:00:00,CityA,43.8,257,43.8
2025-08-12T12:00:00,CityA,35.3,302,35.3
2025-08-12T13:00:00,CityA,47.3,280,47.3
2025-08-12T14:00:00,CityA,56.4,211,56.4
2025-08-12T15:00:00,CityA,50.1,294,50.1
2025-08-12T16:00:00,CityA,40.8,194,40.8
2025-08-12T17:00:00,CityA,68.2,258,68.2
2025-08-12T18:00:00,CityA,80.4,319,80.4
2025-08-12T19:00:00,CityA,74.9,318,74.9
2025-08-12T20:00:00,CityA,53.7,190,53.7
2025-08-12T21:00:00,CityA,55.8,195,55.8
2025-08-12T22:00:00,CityA,48.3,181,48.3
2025-08-12T23:00:00,CityA,47.1,215,47.1
2025-08-13T00:00:00,CityA,38.3,118,38.3
2025-08-13T01:00:00,CityA,37.0,143,37.0
2025-08-13T02:00:00,CityA,37.4,65,37.4
2025-08-13T03:00:00,CityA,43.6,150,43.6
2025-08-13T04:00:00,CityA,40.8,184,40.8
2025-08-13T05:00:00,CityA,40.5,229,40.5
2025-08-13T06:00:00,CityA,40.8,215,40.8
2025-08-13T07:00:00,CityA,59.6,187,59.6
2025-08-13T08:00:00,CityA,78.6,325,78.6
2025-08-13T09:00:00,CityA,70.8,295,70.8
2025-08-13T10:00:00,CityA,36.7,195,36.7
2025-08-13T11:00:00,CityA,48.5,174,48.5
2025-08-13T12:00:00,CityA,46.6,147,46.6
2025-08-13T13:00:00,CityA,37.3,204,37.3
2025-08-13T14:00:00,CityA,39.0,218,39.0
2025-08-13T15:00:00,CityA,50.1,247,50.1
2025-08-13T16:00:00,CityA,50.0,347,50.0
2025-08-13T17:00:00,CityA,69.6,314,69.6
2025-08-13T18:00:00,CityA,67.4,347,67.4
2025-08-13T19:00:00,CityA,72.8,207,72.8
2025-08-13T20:00:00,CityA,41.8,186,41.8
2025-08-13T21:00:00,CityA,38.8,222,38.8
2025-08-13T22:00:00,CityA,37.6,184,37.6
2025-08-13T23:00:00,CityA,45.4,244,45.4
2025-08-14T00:00:00,CityA,36.3,196,36.3
2025-08-14T01:00:00,CityA,40.7,97,40.7
2025-08-14T02:00:00,CityA,53.3,208,53.3
2025-08-14T03:00:00,CityA,31.1,101,31.1
2025-08-14T04:00:00,CityA,46.3,199,46.3
2025-08-14T05:00:00,CityA,52.2,146,52.2
2025-08-14T06:00:00,CityA,43.2,260,43.2
2025-08-14T07:00:00,CityA,75.8,257,75.8
2025-08-14T08:00:00,CityA,81.4,394,81.4
2025-08-14T09:00:00,CityA,68.3,261,68.3
2025-08-14T10:00:00,CityA,58.1,277,58.1
2025-08-14T11:00:00,CityA,58.9,215,58.9
2025-08-14T12:00:00,CityA,44.1,241,44.1
2025-08-14T13:00:00,CityA,45.4,176,45.4
2025-08-14T14:00:00,CityA,49.0,197,49.0
2025-08-14T15:00:00,CityA,44.2,143,44.2
2025-08-14T16:00:00,CityA,46.3,165,46.3
2025-08-14T17:00:00,CityA,62.4,305,62.4
2025-08-14T18:00:00,CityA,73.3,334,73.3
2025-08-14T19:00:00,CityA,73.1,294,73.1
2025-08-14T20:00:00,CityA,53.0,205,53.0
2025-08-14T21:00:00,CityA,50.0,225,50.0
2025-08-14T22:00:00,CityA,44.0,245,44.0
2025-08-14T23:00:00,CityA,48.2,192,48.2
2025-08-15T00:00:00,CityA,45.0,134,45.0
2025-08-15T01:00:00,CityA,35.5,182,35.5
2025-08-15T02:00:00,CityA,39.8,324,39.8
2025-08-15T03:00:00,CityA,45.6,40,45.6
2025-08-15T04:00:00,CityA,40.6,67,40.6
2025-08-15T05:00:00,CityA,45.3,208,45.3
2025-08-15T06:00:00,CityA,45.0,90,45.0
2025-08-15T07:00:00,CityA,72.8,271,72.8
2025-08-15T08:00:00,CityA,76.9,205,76.9
2025-08-15T09:00:00,CityA,67.3,340,67.3
2025-08-15T10:00:00,CityA,32.6,223,32.6
2025-08-15T11:00:00,CityA,42.8,188,42.8
2025-08-15T12:00:00,CityA,40.2,184,40.2
2025-08-15T13:00:00,CityA,40.9,138,40.9
2025-08-15T14:00:00,CityA,53.9,193,53.9
2025-08-15T15:00:00,CityA,49.9,203,49.9
2025-08-15T16:00:00,CityA,57.3,219,57.3
2025-08-15T17:00:00,CityA,76.0,336,76.0
2025-08-15T18:00:00,CityA,66.4,388,66.4
2025-08-15T19:00:00,CityA,63.0,314,63.0
2025-08-15T20:00:00,CityA,50.3,318,50.3
2025-08-15T21:00:00,CityA,51.1,161,51.1
2025-08-15T22:00:00,CityA,43.8,177,43.8
2025-08-15T23:00:00,CityA,49.0,209,49.0
2025-08-16T00:00:00,CityA,41.4,161,41.4
2025-08-16T01:00:00,CityA,42.3,102,42.3
2025-08-16T02:00:00,CityA,27.3,215,27.3
2025-08-16T03:00:00,CityA,27.5,155,27.5
2025-08-16T04:00:00,CityA,32.9,248,32.9
2025-08-16T05:00:00,CityA,61.4,200,61.4
2025-08-16T06:00:00,CityA,46.1,187,46.1
2025-08-16T07:00:00,CityA,73.7,342,73.7
2025-08-16T08:00:00,CityA,95.9,247,95.9
2025-08-16T09:00:00,CityA,74.1,292,74.1
2025-08-16T10:00:00,CityA,44.6,178,44.6
2025-08-16T11:00:00,CityA,47.5,209,47.5
2025-08-16T12:00:00,CityA,50.9,224,50.9
2025-08-16T13:00:00,CityA,38.4,166,38.4
2025-08-16T14:00:00,CityA,52.0,271,52.0
2025-08-16T15:00:00,CityA,51.6,184,51.6
2025-08-16T16:00:00,CityA,51.6,212,51.6
2025-08-16T17:00:00,CityA,65.0,291,65.0
2025-08-16T18:00:00,CityA,73.6,335,73.6
2025-08-16T19:00:00,CityA,82.3,389,82.3
2025-08-16T20:00:00,CityA,36.5,190,36.5
2025-08-16T21:00:00,CityA,58.7,238,58.7
2025-08-16T22:00:00,CityA,54.0,163,54.0
2025-08-16T23:00:00,CityA,43.4,232,43.4
2025-08-17T00:00:00,CityA,35.2,103,35.2
2025-08-17T01:00:00,CityA,39.3,150,39.3
2025-08-17T02:00:00,CityA,44.7,180,44.7
2025-08-17T03:00:00,CityA,52.1,110,52.1
2025-08-17T04:00:00,CityA,38.9,188,38.9
2025-08-17T05:00:00,CityA,51.9,212,51.9
2025-08-17T06:00:00,CityA,36.1,101,36.1
2025-08-17T07:00:00,CityA,64.8,324,64.8
2025-08-17T08:00:00,CityA,59.1,333,59.1
2025-08-17T09:00:00,CityA,70.3,283,70.3
2025-08-17T10:00:00,CityA,61.8,289,61.8
2025-08-17T11:00:00,CityA,43.5,238,43.5
2025-08-17T12:00:00,CityA,48.5,242,48.5
2025-08-17T13:00:00,CityA,45.5,133,45.5
2025-08-17T14:00:00,CityA,48.0,240,48.0
2025-08-17T15:00:00,CityA,47.3,241,47.3
2025-08-17T16:00:00,CityA,57.2,258,57.2
2025-08-17T17:00:00,CityA,75.7,234,75.7
2025-08-17T18:00:00,CityA,58.6,329,58.6
2025-08-17T19:00:00,CityA,77.8,300,77.8
2025-08-17T20:00:00,CityA,50.1,195,50.1
2025-08-17T21:00:00,CityA,48.7,219,48.7
2025-08-17T22:00:00,CityA,54.6,205,54.6
2025-08-17T23:00:00,CityA,48.4,192,48.4
2025-08-18T00:00:00,CityA,40.2,59,40.2
2025-08-18T01:00:00,CityA,45.0,150,45.0
2025-08-18T02:00:00,CityA,33.1,228,33.1
2025-08-18T03:00:00,CityA,36.7,107,36.7
2025-08-18T04:00:00,CityA,43.8,136,43.8
2025-08-18T05:00:00,CityA,45.6,242,45.6
2025-08-18T06:00:00,CityA,55.1,132,55.1
2025-08-18T07:00:00,CityA,71.8,227,71.8
2025-08-18T08:00:00,CityA,69.4,260,69.4
2025-08-18T09:00:00,CityA,79.7,245,79.7
2025-08-18T10:00:00,CityA,52.1,185,52.1
2025-08-18T11:00:00,CityA,37.1,158,37.1
2025-08-18T12:00:00,CityA,39.2,159,39.2
2025-08-18T13:00:00,CityA,41.2,183,41.2
2025-08-18T14:00:00,CityA,55.0,157,55.0
2025-08-18T15:00:00,CityA,40.3,169,40.3
2025-08-18T16:00:00,CityA,46.1,161,46.1
2025-08-18T17:00:00,CityA,63.3,337,63.3
2025-08-18T18:00:00,CityA,76.4,295,76.4
2025-08-18T19:00:00,CityA,82.9,423,82.9
2025-08-18T20:00:00,CityA,57.5,94,57.5
2025-08-18T21:00:00,CityA,50.4,160,50.4
2025-08-18T22:00:00,CityA,45.7,119,45.7
2025-08-18T23:00:00,CityA,50.1,286,50.1
2025-08-19T00:00:00,CityA,38.1,210,38.1
2025-08-19T01:00:00,CityA,41.0,198,41.0
2025-08-19T02:00:00,CityA,22.7,181,22.7
2025-08-19T03:00:00,CityA,44.5,245,44.5
2025-08-19T04:00:00,CityA,28.5,242,28.5
2025-08-19T05:00:00,CityA,45.9,209,45.9
2025-08-19T06:00:00,CityA,54.9,246,54.9
2025-08-19T07:00:00,CityA,60.3,305,60.3
2025-08-19T08:00:00,CityA,65.0,302,65.0
2025-08-19T09:00:00,CityA,68.1,216,68.1
2025-08-19T10:00:00,CityA,41.2,228,41.2
2025-08-19T11:00:00,CityA,50.7,144,50.7
2025-08-19T12:00:00,CityA,44.2,212,44.2
2025-08-19T13:00:00,CityA,50.3,233,50.3
2025-08-19T14:00:00,CityA,49.9,229,49.9
2025-08-19T15:00:00,CityA,47.8,224,47.8
2025-08-19T16:00:00,CityA,59.5,278,59.5
2025-08-19T17:00:00,CityA,72.6,241,72.6
2025-08-19T18:00:00,CityA,81.8,182,81.8
2025-08-19T19:00:00,CityA,76.0,324,76.0
2025-08-19T20:00:00,CityA,48.6,219,48.6
2025-08-19T21:00:00,CityA,39.0,147,39.0
2025-08-19T22:00:00,CityA,39.3,142,39.3
2025-08-19T23:00:00,CityA,43.3,191,43.3
2025-08-20T00:00:00,CityA,45.6,257,45.6
2025-08-20T01:00:00,CityA,32.8,156,32.8
2025-08-20T02:00:00,CityA,39.3,115,39.3
2025-08-20T03:00:00,CityA,35.4,244,35.4
2025-08-20T04:00:00,CityA,47.0,226,47.0
2025-08-20T05:00:00,CityA,52.1,242,52.1
2025-08-20T06:00:00,CityA,50.8,279,50.8
2025-08-20T07:00:00,CityA,51.9,245,51.9
2025-08-20T08:00:00,CityA,62.0,265,62.0
2025-08-20T09:00:00,CityA,72.7,292,72.7
2025-08-20T10:00:00,CityA,42.3,208,42.3
2025-08-20T11:00:00,CityA,50.7,226,50.7
2025-08-20T12:00:00,CityA,53.6,168,53.6
2025-08-20T13:00:00,CityA,55.3,196,55.3
2025-08-20T14:00:00,CityA,53.5,168,53.5
2025-08-20T15:00:00,CityA,60.3,225,60.3
2025-08-20T16:00:00,CityA,49.0,139,49.0
2025-08-20T17:00:00,CityA,80.0,245,80.0
2025-08-20T18:00:00,CityA,87.9,336,87.9
2025-08-20T19:00:00,CityA,63.2,310,63.2
2025-08-20T20:00:00,CityA,62.0,199,62.0
2025-08-20T21:00:00,CityA,45.7,215,45.7
2025-08-20T22:00:00,CityA,43.0,266,43.0
2025-08-20T23:00:00,CityA,42.3,221,42.3
2025-08-21T00:00:00,CityA,47.4,162,47.4
2025-08-21T01:00:00,CityA,47.6,150,47.6
2025-08-21T02:00:00,CityA,30.7,197,30.7
2025-08-21T03:00:00,CityA,41.0,112,41.0
2025-08-21T04:00:00,CityA,38.0,111,38.0
2025-08-21T05:00:00,CityA,48.2,314,48.2
2025-08-21T06:00:00,CityA,55.0,231,55.0
2025-08-21T07:00:00,CityA,73.6,352,73.6
2025-08-21T08:00:00,CityA,72.9,210,72.9
2025-08-21T09:00:00,CityA,63.0,272,63.0
2025-08-21T10:00:00,CityA,45.3,201,45.3
2025-08-21T11:00:00,CityA,56.6,219,56.6
2025-08-21T12:00:00,CityA,49.5,144,49.5
2025-08-21T13:00:00,CityA,47.2,168,47.2
2025-08-21T14:00:00,CityA,41.1,46,41.1
2025-08-21T15:00:00,CityA,40.0,287,40.0
2025-08-21T16:00:00,CityA,56.4,157,56.4
2025-08-21T17:00:00,CityA,69.0,425,69.0
2025-08-21T18:00:00,CityA,89.0,310,89.0
2025-08-21T19:00:00,CityA,77.6,314,77.6
2025-08-21T20:00:00,CityA,46.0,213,46.0
2025-08-21T21:00:00,CityA,52.7,252,52.7
2025-08-21T22:00:00,CityA,50.5,215,50.5
2025-08-21T23:00:00,CityA,39.4,158,39.4
2025-08-22T00:00:00,CityA,25.9,183,25.9
2025-08-22T01:00:00,CityA,34.6,150,34.6
2025-08-22T02:00:00,CityA,39.2,175,39.2
2025-08-22T03:00:00,CityA,25.3,179,25.3
2025-08-22T04:00:00,CityA,35.8,204,35.8
2025-08-22T05:00:00,CityA,46.0,169,46.0
2025-08-22T06:00:00,CityA,56.2,151,56.2
2025-08-22T07:00:00,CityA,68.8,253,68.8
2025-08-22T08:00:00,CityA,69.1,384,69.1
2025-08-22T09:00:00,CityA,63.9,287,63.9
2025-08-22T10:00:00,CityA,53.8,188,53.8
2025-08-22T11:00:00,CityA,51.0,173,51.0
